Time,windspeed,pressure,radiation,temp
2021-05-19 20:00:00,3.26,101932,0.608,7.02
2021-05-19 21:00:00,3.57,101872,0,6.91
2021-05-19 22:00:00,3.65,101961,0,5.74
2021-05-19 23:00:00,3.36,101965,5.40E-11,5.32
2021-05-20 00:00:00,3.46,101922,-5.40E-11,5.98
2021-05-20 01:00:00,3.26,102000,0,5.38
2021-05-20 02:00:00,3.01,101982,8694,5.8
2021-05-20 03:00:00,3.22,101940,157013,6.84
2021-05-20 04:00:00,2.31,102003,415572,9.33
2021-05-20 05:00:00,2.39,102051,845900,12.6
2021-05-20 06:00:00,3.72,101991,1422748,13.1
2021-05-20 07:00:00,3.18,101993,2087455,19
2021-05-20 08:00:00,4.17,101936,2513128,20.4
2021-05-20 09:00:00,5.39,101880,2660397,17.6
2021-05-20 10:00:00,6.11,101794,2324942,19.1
2021-05-20 11:00:00,6.83,101685,1961040,18.2
2021-05-20 12:00:00,7.35,101674,1188291,15.9
2021-05-20 13:00:00,6.95,101569,689122,14.9
2021-05-20 14:00:00,7.26,101499,535156,14.2
2021-05-20 15:00:00,7.85,101434,336959,13.5
2021-05-20 16:00:00,7.04,101308,161869,12.5
2021-05-20 17:00:00,8.19,101183,102091,12.8
2021-05-20 18:00:00,8.85,101135,8319,11.8
2021-05-20 19:00:00,8.89,100920,-2.3,11.8
2021-05-20 20:00:00,9.46,100784,0.898,11.7
2021-05-20 21:00:00,10.2,100741,0,11.1
2021-05-20 22:00:00,9.79,100572,0,11.2
2021-05-20 23:00:00,9.66,100502,5.40E-11,10.9
2021-05-21 00:00:00,9.85,100456,-5.40E-11,10.5
2021-05-21 01:00:00,9.23,100369,0,10.1
2021-05-21 02:00:00,9.59,100311,10836,9.84
2021-05-21 03:00:00,9.65,100253,158993,10.1
2021-05-21 04:00:00,10.9,100223,345601,11
2021-05-21 05:00:00,11.9,100154,756509,12.3
2021-05-21 06:00:00,11.2,100146,721972,11.8
2021-05-21 07:00:00,13.1,100157,1039511,13.3
2021-05-21 08:00:00,13.6,100154,1355595,13.8
2021-05-21 09:00:00,12.1,100088,1427887,13.4
2021-05-21 10:00:00,13.7,100117,1282110,14.1
2021-05-21 11:00:00,14.6,100074,1246868,15.2
2021-05-21 12:00:00,13.2,100011,1242176,15.1
2021-05-21 13:00:00,14.9,100013,1214481,15.7
2021-05-21 14:00:00,14.6,99980,1216961,15.3
2021-05-21 15:00:00,12.8,99892,993593,14.6
2021-05-21 16:00:00,13.4,99870,629261,13.5
2021-05-21 17:00:00,12,99813,205321,12.2
2021-05-21 18:00:00,11.4,99768,16900,11.6
2021-05-21 19:00:00,12.5,99788,0.597,10.9
2021-05-21 20:00:00,12.5,99754,-0.1,10.3
2021-05-21 21:00:00,11.6,99690,0,10.1
2021-05-21 22:00:00,12.5,99656,0,9.61
2021-05-21 23:00:00,12.9,99679,5.40E-11,9.86
2021-05-22 00:00:00,12.1,99609,-5.40E-11,10
2021-05-22 01:00:00,13.4,99570,0,9.46
2021-05-22 02:00:00,13.2,99561,1247,9.35
2021-05-22 03:00:00,12,99542,19042,9.72
2021-05-22 04:00:00,11.8,99624,62303,9.27
2021-05-22 05:00:00,10.8,99724,156165,9.53
2021-05-22 06:00:00,10.2,99654,288771,9.83
2021-05-22 07:00:00,9.99,99836,525616,10.2
2021-05-22 08:00:00,9.76,99914,677626,10.5
2021-05-22 09:00:00,9.28,99860,685778,10.7
2021-05-22 10:00:00,9.52,100091,718147,10.8
2021-05-22 11:00:00,9.93,100198,1026670,11.8
2021-05-22 12:00:00,9.26,100159,1002745,11.6
2021-05-22 13:00:00,9.5,100376,1030779,12
2021-05-22 14:00:00,8.8,100445,1045598,11.9
2021-05-22 15:00:00,8.81,100387,756562,11.8
2021-05-22 16:00:00,6.63,100564,417819,10.6
2021-05-22 17:00:00,5.29,100674,243876,9.92
2021-05-22 18:00:00,5.91,100591,25884,9.79
2021-05-22 19:00:00,4.42,100738,-1.1,8.34
2021-05-22 20:00:00,4.15,100770,0.394,7.81
2021-05-22 21:00:00,4.02,100695,0,8.32
2021-05-22 22:00:00,4.06,100799,0,7.33
2021-05-22 23:00:00,3.69,100847,5.40E-11,7.43
2021-05-23 00:00:00,3.88,100799,-5.40E-11,7.74
2021-05-23 01:00:00,4.03,100854,0,6.83
2021-05-23 02:00:00,4.22,100884,11798,6.91
2021-05-23 03:00:00,4.46,100849,145961,8
2021-05-23 04:00:00,5.31,100948,429089,9.81
2021-05-23 05:00:00,6.03,101064,859066,11.9
2021-05-23 06:00:00,6.63,101012,944892,11.1
2021-05-23 07:00:00,7.21,101140,1274722,12.9
2021-05-23 08:00:00,7.57,101187,1419453,13.8
2021-05-23 09:00:00,8.75,101131,1565805,13.1
2021-05-23 10:00:00,8.56,101279,1785429,14.4
2021-05-23 11:00:00,8.5,101265,2210445,15.4
2021-05-23 12:00:00,9.08,101224,1900503,14.5
2021-05-23 13:00:00,7.61,101273,1498335,14.7
2021-05-23 14:00:00,7.01,101256,1193819,13.6
2021-05-23 15:00:00,7.22,101186,828594,13.4
2021-05-23 16:00:00,4.31,101197,469921,12.3
2021-05-23 17:00:00,4.56,101158,199393,11.5
2021-05-23 18:00:00,5.86,101146,17703,11.2
2021-05-23 19:00:00,6.09,101163,-0.074,10.2
2021-05-23 20:00:00,6.61,101095,0.623,9.83
2021-05-23 21:00:00,7.58,101026,0,10
2021-05-23 22:00:00,7.23,100959,0,9.62
2021-05-23 23:00:00,7.93,100860,5.40E-11,9.9
2021-05-24 00:00:00,8.63,100829,-5.40E-11,10.4
2021-05-24 01:00:00,7.43,100783,0,9.87
2021-05-24 02:00:00,7.77,100764,3879,9.86
2021-05-24 03:00:00,9.04,100701,50551,10.3
2021-05-24 04:00:00,8.15,100774,111804,9.98
2021-05-24 05:00:00,7.88,100726,207413,10.7
2021-05-24 06:00:00,9.19,100669,236585,10.8
2021-05-24 07:00:00,7.61,100712,270406,10.5
2021-05-24 08:00:00,7.6,100715,345525,10.6
2021-05-24 09:00:00,8.71,100636,404855,11.4
2021-05-24 10:00:00,7.58,100692,474314,11.2
2021-05-24 11:00:00,6.72,100653,821742,13
2021-05-24 12:00:00,7.33,100639,948135,12.5
2021-05-24 13:00:00,6.23,100664,1225167,14.3
2021-05-24 14:00:00,4.91,100630,1121368,14.1
2021-05-24 15:00:00,5.52,100562,828987,13.6
2021-05-24 16:00:00,4.12,100605,676430,12.5
2021-05-24 17:00:00,3.54,100671,239447,10.5
2021-05-24 18:00:00,4.17,100562,21019,10.3
2021-05-24 19:00:00,3.5,100660,0.6,8.51
2021-05-24 20:00:00,4.37,100672,-0.3,8.2
2021-05-24 21:00:00,4.75,100612,0,8.64
2021-05-24 22:00:00,4.97,100686,0,8
2021-05-24 23:00:00,5.38,100816,5.40E-11,7.64
2021-05-25 00:00:00,5.67,100711,-5.40E-11,7.95
2021-05-25 01:00:00,4.97,100789,0,6.95
2021-05-25 02:00:00,4.86,100805,9871,6.89
2021-05-25 03:00:00,5.66,100716,124788,7.91
2021-05-25 04:00:00,4.51,100854,307181,8.98
2021-05-25 05:00:00,5.82,100942,705823,10.9
2021-05-25 06:00:00,6.34,100859,926070,10.2
2021-05-25 07:00:00,7.57,101020,925704,12
2021-05-25 08:00:00,8.13,101072,1197421,12.9
2021-05-25 09:00:00,7.98,101007,1587982,13
2021-05-25 10:00:00,9.49,101120,1599242,13.4
2021-05-25 11:00:00,8.86,101170,1305468,13.1
2021-05-25 12:00:00,9.14,101114,1259083,12.9
2021-05-25 13:00:00,7.73,101169,918394,12.3
2021-05-25 14:00:00,7.27,101172,694519,11.9
2021-05-25 15:00:00,8.44,101120,624758,11.7
2021-05-25 16:00:00,6.26,101183,464989,10.8
2021-05-25 17:00:00,6.23,101223,257059,9.98
2021-05-25 18:00:00,6.97,101166,32768,9.87
2021-05-25 19:00:00,5.78,101260,0.535,8.58
2021-05-25 20:00:00,5.85,101254,0.432,8.5
2021-05-25 21:00:00,6.6,101201,0,8.24
2021-05-25 22:00:00,5.94,101175,0,8.28
2021-05-25 23:00:00,6.09,101107,5.40E-11,7.79
2021-05-26 00:00:00,6.66,101099,-5.40E-11,7.66
2021-05-26 01:00:00,5.98,101060,0,7.97
2021-05-26 02:00:00,5.85,101032,13850,8.28
2021-05-26 03:00:00,6.51,100974,174482,8.3
2021-05-26 04:00:00,5.8,100977,453649,10.4
2021-05-26 05:00:00,6.67,100972,1007948,12
2021-05-26 06:00:00,7.29,100953,1033674,11.2
2021-05-26 07:00:00,7.43,100983,1277244,13.3
2021-05-26 08:00:00,7.8,100956,1781970,14.1
2021-05-26 09:00:00,8.43,100916,1911883,13.8
2021-05-26 10:00:00,9.44,100984,2082726,15.1
2021-05-26 11:00:00,9.69,100988,1876747,14.9
2021-05-26 12:00:00,10.2,100944,1072334,13.7
2021-05-26 13:00:00,9.48,101026,623623,12.3
2021-05-26 14:00:00,8.98,101024,406909,11.2
2021-05-26 15:00:00,9.84,100956,221971,11.4
2021-05-26 16:00:00,8,101080,114710,10.2
2021-05-26 17:00:00,7.19,101132,88477,10.3
2021-05-26 18:00:00,8.41,101061,13233,10.1
2021-05-26 19:00:00,7.21,101214,-0.041,9.49
2021-05-26 20:00:00,7.37,101244,0.921,9.42
2021-05-26 21:00:00,8.79,101181,0,9.67
2021-05-26 22:00:00,7.53,101269,0,9.46
2021-05-26 23:00:00,7.54,101260,5.40E-11,9.54
2021-05-27 00:00:00,8.62,101232,-5.40E-11,9.63
2021-05-27 01:00:00,7.82,101307,0,9.25
2021-05-27 02:00:00,7.99,101326,1479,9.15
2021-05-27 03:00:00,9.1,101255,18186,9.52
2021-05-27 04:00:00,8.07,101369,52326,9.41
2021-05-27 05:00:00,7.93,101507,169047,9.86
2021-05-27 06:00:00,9.12,101422,239950,10.1
2021-05-27 07:00:00,7.78,101602,374869,10.4
2021-05-27 08:00:00,7.88,101663,710494,11.3
2021-05-27 09:00:00,9.25,101603,941482,11.7
2021-05-27 10:00:00,7.63,101757,1267037,13.3
2021-05-27 11:00:00,7.79,101766,1623508,14
2021-05-27 12:00:00,8.93,101751,1557292,13.9
2021-05-27 13:00:00,7.44,101917,1569636,14.9
2021-05-27 14:00:00,7.36,101960,1385123,14.5
2021-05-27 15:00:00,8.42,101910,1145210,13.7
2021-05-27 16:00:00,6.46,102068,757708,12.5
2021-05-27 17:00:00,5.22,102119,362962,10.9
2021-05-27 18:00:00,6.78,102066,56230,10.3
2021-05-27 19:00:00,4.89,102200,-0.17,7.63
2021-05-27 20:00:00,4.48,102241,-0.39,6.75
2021-05-27 21:00:00,5.82,102207,0,7.06
2021-05-27 22:00:00,3.81,102279,0,5.44
2021-05-27 23:00:00,3.79,102305,5.40E-11,5.38
2021-05-28 00:00:00,4.22,102304,-5.40E-11,6.06
2021-05-28 01:00:00,2.64,102384,0,4.67
2021-05-28 02:00:00,2.19,102417,24498,4.89
2021-05-28 03:00:00,2.44,102338,254385,6.6
2021-05-28 04:00:00,1.36,102456,628431,9.67
2021-05-28 05:00:00,0.978,102556,1109530,14.1
2021-05-28 06:00:00,1.72,102466,1719475,14.5
2021-05-28 07:00:00,1.44,102533,2262263,21.2
2021-05-28 08:00:00,1.75,102507,2666000,23.4
2021-05-28 09:00:00,1.86,102462,2894203,20.4
2021-05-28 10:00:00,2.72,102474,2903947,24.5
2021-05-28 11:00:00,2.99,102440,2870997,24.1
2021-05-28 12:00:00,2.67,102398,2659404,21.1
2021-05-28 13:00:00,3.17,102400,2308823,22.5
2021-05-28 14:00:00,3.48,102376,1850047,20.5
2021-05-28 15:00:00,3.7,102347,1349211,17.6
2021-05-28 16:00:00,4.07,102379,849857,16.1
2021-05-28 17:00:00,4.53,102407,389388,13.9
2021-05-28 18:00:00,5.47,102362,58731,12.6
2021-05-28 19:00:00,5,102471,-2.2,10.3
2021-05-28 20:00:00,4.53,102516,2.82,9.28
2021-05-28 21:00:00,5.61,102466,0,8.81
2021-05-28 22:00:00,4.06,102518,0,7.72
2021-05-28 23:00:00,4.38,102508,5.40E-11,7.72
2021-05-29 00:00:00,4.99,102466,-5.40E-11,8.05
2021-05-29 01:00:00,3.93,102527,0,7.17
2021-05-29 02:00:00,3.77,102548,24844,7.22
2021-05-29 03:00:00,4.12,102501,248119,8.58
2021-05-29 04:00:00,3.38,102630,563870,11.7
2021-05-29 05:00:00,3.33,102706,912670,14.5
2021-05-29 06:00:00,3.59,102609,1396191,14.4
2021-05-29 07:00:00,3.35,102708,1898203,19.6
2021-05-29 08:00:00,3.51,102730,2505732,22
2021-05-29 09:00:00,4.01,102680,2938797,19.1
2021-05-29 10:00:00,4.34,102712,3073338,24
2021-05-29 11:00:00,4.55,102705,3022894,23.8
2021-05-29 12:00:00,4.7,102688,2786117,19.7
2021-05-29 13:00:00,4.93,102726,2418510,22
2021-05-29 14:00:00,5.15,102730,1965710,20.5
2021-05-29 15:00:00,5.49,102722,1432013,17.3
2021-05-29 16:00:00,5.55,102763,889123,16.2
2021-05-29 17:00:00,5.03,102789,403363,13.7
2021-05-29 18:00:00,6.13,102766,64302,12.2
2021-05-29 19:00:00,5.4,102848,1.63,9.94
2021-05-29 20:00:00,5.04,102861,-0.58,8.79
2021-05-29 21:00:00,6.08,102849,0,8.38
2021-05-29 22:00:00,4.03,102884,0,6.99
2021-05-29 23:00:00,4.09,102864,5.40E-11,7.19
2021-05-30 00:00:00,4.96,102820,-5.40E-11,7.33
2021-05-30 01:00:00,3.49,102867,0,6.43
2021-05-30 02:00:00,3.28,102878,25864,6.48
2021-05-30 03:00:00,3.69,102812,251970,7.77
2021-05-30 04:00:00,2.49,102902,654874,11.5
2021-05-30 05:00:00,2.95,102906,1265207,15.2
2021-05-30 06:00:00,3.13,102833,1874705,15.1
2021-05-30 07:00:00,2.55,102888,2382184,21.7
2021-05-30 08:00:00,2.47,102881,2775252,24.3
2021-05-30 09:00:00,2.75,102803,3029157,21.5
2021-05-30 10:00:00,3.05,102792,3124001,26.9
2021-05-30 11:00:00,3.95,102773,3053582,26.3
2021-05-30 12:00:00,4.02,102723,2820737,22.3
2021-05-30 13:00:00,5.19,102692,2448425,24.1
2021-05-30 14:00:00,5.32,102649,1976335,22.5
2021-05-30 15:00:00,5.61,102602,1445772,19.4
2021-05-30 16:00:00,5.35,102589,899674,18.3
2021-05-30 17:00:00,5.52,102585,409717,16
2021-05-30 18:00:00,5.98,102549,68256,14.6
2021-05-30 19:00:00,5.8,102600,0.206,12.3
2021-05-30 20:00:00,5.53,102611,0.528,11.2
2021-05-30 21:00:00,6.25,102576,0,10.6
2021-05-30 22:00:00,4.97,102603,0,9.65
2021-05-30 23:00:00,5.18,102528,5.40E-11,9.13
2021-05-31 00:00:00,6.05,102490,-5.40E-11,9.25
2021-05-31 01:00:00,4.68,102504,0,8.13
2021-05-31 02:00:00,4.41,102492,36282,8.06
2021-05-31 03:00:00,5,102424,335991,9.58
2021-05-31 04:00:00,3.47,102437,809564,13.4
2021-05-31 05:00:00,3.11,102449,1354489,17.4
2021-05-31 06:00:00,3.3,102405,1893661,17.2
2021-05-31 07:00:00,2.73,102439,2377257,24.4
2021-05-31 08:00:00,3.21,102409,2755537,26.4
2021-05-31 09:00:00,3.78,102330,2980783,22.9
2021-05-31 10:00:00,4.22,102309,3074989,27.8
2021-05-31 11:00:00,4.84,102250,3039194,27.5
2021-05-31 12:00:00,5.07,102197,2817919,23.7
2021-05-31 13:00:00,5.35,102135,2456479,25.8
2021-05-31 14:00:00,5.45,102085,1988183,24.3
2021-05-31 15:00:00,5.93,102040,1457938,21
2021-05-31 16:00:00,5.09,102016,911120,20.3
2021-05-31 17:00:00,4.84,101991,419288,17.9
2021-05-31 18:00:00,6.26,101985,72388,16.1
2021-05-31 19:00:00,5.69,102071,1.94,14.1
2021-05-31 20:00:00,5.97,102075,0.488,13.2
2021-05-31 21:00:00,7.33,102010,0,12.4
2021-05-31 22:00:00,5.94,102042,0,11.8
2021-05-31 23:00:00,5.6,101954,5.40E-11,11.1
2021-06-01 00:00:00,7.37,101933,-5.40E-11,11
2021-06-01 01:00:00,5.4,101945,0,10.2
2021-06-01 02:00:00,5.32,101945,39557,10.1
2021-06-01 03:00:00,6.66,101894,341240,11.3
2021-06-01 04:00:00,4.26,101916,806974,15.2
2021-06-01 05:00:00,4.02,101884,1348267,18.9
2021-06-01 06:00:00,5.22,101861,1886889,18.4
2021-06-01 07:00:00,4.26,101898,2372472,24.8
2021-06-01 08:00:00,4.9,101859,2760847,26.5
2021-06-01 09:00:00,5.6,101794,3016815,23.6
2021-06-01 10:00:00,5.77,101761,3112923,28.1
2021-06-01 11:00:00,6.08,101696,3040154,28.3
2021-06-01 12:00:00,6.61,101687,2804909,24.5
2021-06-01 13:00:00,6.47,101650,2435266,26.8
2021-06-01 14:00:00,6.63,101622,1970715,25.4
2021-06-01 15:00:00,6.98,101586,1444464,22.2
2021-06-01 16:00:00,5.76,101601,900326,21.7
2021-06-01 17:00:00,6.42,101530,416411,19.9
2021-06-01 18:00:00,7.21,101510,76203,17.8
2021-06-01 19:00:00,6.75,101559,-1.5,16.6
2021-06-01 20:00:00,6.49,101584,1.51,15.7
2021-06-01 21:00:00,8.01,101544,0,14.4
2021-06-01 22:00:00,6.08,101588,0,14.2
2021-06-01 23:00:00,5.51,101560,5.40E-11,13.2
2021-06-02 00:00:00,7.14,101531,-5.40E-11,12.9
2021-06-02 01:00:00,5.34,101553,0,12.4
2021-06-02 02:00:00,5.34,101553,34751,12.4
2021-06-02 03:00:00,5.84,101495,313258,13.2
2021-06-02 04:00:00,4.52,101513,767754,17.1
2021-06-02 05:00:00,4.24,101492,1281618,20.2
2021-06-02 06:00:00,4.88,101470,1783377,19.4
2021-06-02 07:00:00,3.86,101527,2220894,26
2021-06-02 08:00:00,3.95,101537,2568045,28.2
2021-06-02 09:00:00,4.68,101498,2752508,24.9
2021-06-02 10:00:00,4.04,101518,2896828,30.7
2021-06-02 11:00:00,4.2,101461,2868615,31.1
2021-06-02 12:00:00,4.02,101431,2689250,27
2021-06-02 13:00:00,3.86,101435,2377705,30.2
2021-06-02 14:00:00,3.78,101392,1928923,28.8
2021-06-02 15:00:00,3.81,101365,1420623,25
2021-06-02 16:00:00,4.25,101398,895181,24.5
2021-06-02 17:00:00,4.47,101410,415530,22
2021-06-02 18:00:00,5.13,101401,76997,19.7
2021-06-02 19:00:00,5.04,101506,2.35,18.3
2021-06-02 20:00:00,5.16,101535,-4.5,17.6
2021-06-02 21:00:00,6.22,101479,0,16.4
2021-06-02 22:00:00,4.6,101502,0,16.7
2021-06-02 23:00:00,4.67,101568,5.40E-11,16.5
2021-06-03 00:00:00,5.43,101513,-5.40E-11,15.6
2021-06-03 01:00:00,4.87,101616,0,16.3
2021-06-03 02:00:00,4.77,101638,26672,16.4
2021-06-03 03:00:00,4.93,101558,230608,16.1
2021-06-03 04:00:00,4.74,101718,561054,20
2021-06-03 05:00:00,4.39,101742,1015341,22.7
2021-06-03 06:00:00,5.3,101696,1293310,21
2021-06-03 07:00:00,4.92,101816,1610029,25.7
2021-06-03 08:00:00,5.18,101849,2114977,27.1
2021-06-03 09:00:00,6.15,101800,2071640,24.1
2021-06-03 10:00:00,5.46,101889,2194548,28
2021-06-03 11:00:00,5.04,101844,2171583,28.6
2021-06-03 12:00:00,5.5,101786,2053087,24.9
2021-06-03 13:00:00,4.68,101825,1913125,26.9
2021-06-03 14:00:00,4.85,101837,1664005,25.8
2021-06-03 15:00:00,4.9,101803,1201330,22.9
2021-06-03 16:00:00,3.64,101886,717241,22.4
2021-06-03 17:00:00,2.58,101977,333646,20.4
2021-06-03 18:00:00,3.89,101884,67041,18.5
2021-06-03 19:00:00,2.5,102005,-0.9,17.2
2021-06-03 20:00:00,2.27,102029,1.02,16.3
2021-06-03 21:00:00,3.03,101980,0,15
2021-06-03 22:00:00,2.73,102036,0,15.1
2021-06-03 23:00:00,3.23,102032,5.40E-11,14.7
2021-06-04 00:00:00,3.1,101986,-5.40E-11,13.9
2021-06-04 01:00:00,2.84,102060,0,13.9
2021-06-04 02:00:00,2.67,102056,35706,14
2021-06-04 03:00:00,2.54,101998,298098,14.4
2021-06-04 04:00:00,1.95,102079,714790,19.1
2021-06-04 05:00:00,1.53,102127,1185824,22.3
2021-06-04 06:00:00,1.42,102077,1686629,21.3
2021-06-04 07:00:00,1.27,102173,2140199,28.2
2021-06-04 08:00:00,1.67,102146,2441182,30
2021-06-04 09:00:00,1.94,102082,2580130,26.2
2021-06-04 10:00:00,2.69,102106,2376251,29.8
2021-06-04 11:00:00,3.69,102030,2594241,31
2021-06-04 12:00:00,3.96,101987,2425451,26.8
2021-06-04 13:00:00,5.8,101915,2207395,28.5
2021-06-04 14:00:00,6.04,101916,1755265,26.6
2021-06-04 15:00:00,5.38,101926,1188543,23
2021-06-04 16:00:00,5.38,101948,556578,22.1
2021-06-04 17:00:00,5.37,101951,246565,20.4
2021-06-04 18:00:00,5.9,101890,37059,18.8
2021-06-04 19:00:00,4.75,101921,-0.22,18.3
2021-06-04 20:00:00,4.5,101923,0.198,17.7
2021-06-04 21:00:00,5.36,101920,0,16.2
2021-06-04 22:00:00,3.89,101913,0,16.9
2021-06-04 23:00:00,3.8,101968,5.40E-11,16.3
2021-06-05 00:00:00,4.49,101901,-5.40E-11,15.5
2021-06-05 01:00:00,3.76,101922,0,15.9
2021-06-05 02:00:00,4.16,101918,7564,15.9
2021-06-05 03:00:00,4.7,101849,61404,15.4
2021-06-05 04:00:00,3.93,101921,139631,16.6
2021-06-05 05:00:00,4.19,102013,241864,16.9
2021-06-05 06:00:00,5.12,101952,421788,16.1
2021-06-05 07:00:00,4.13,102056,618669,18.2
2021-06-05 08:00:00,4.27,102065,665830,18.4
2021-06-05 09:00:00,4.66,102012,940160,17.3
2021-06-05 10:00:00,4.58,102104,1063267,19.5
2021-06-05 11:00:00,5.36,102087,1116545,19.8
2021-06-05 12:00:00,5.64,102046,1037260,18
2021-06-05 13:00:00,6.14,102090,1019429,19.2
2021-06-05 14:00:00,6.53,102107,868873,18.8
2021-06-05 15:00:00,6.78,102066,649202,17.5
2021-06-05 16:00:00,5.77,102153,398289,16.7
2021-06-05 17:00:00,5.13,102216,257538,16.1
2021-06-05 18:00:00,6.41,102171,45724,15.4
2021-06-05 19:00:00,5.59,102286,-0.37,14.7
2021-06-05 20:00:00,5.2,102315,-0.85,14.4
2021-06-05 21:00:00,6.27,102269,0,13.6
2021-06-05 22:00:00,4.49,102314,0,13.8
2021-06-05 23:00:00,4.45,102348,5.40E-11,13.4
2021-06-06 00:00:00,5.93,102279,-5.40E-11,13.1
2021-06-06 01:00:00,4.53,102327,0,13.1
2021-06-06 02:00:00,4.62,102327,20532,13
2021-06-06 03:00:00,5.89,102270,178532,13.3
2021-06-06 04:00:00,5,102321,442747,15
2021-06-06 05:00:00,4.45,102383,795075,16.9
2021-06-06 06:00:00,5.43,102334,1168957,16.5
2021-06-06 07:00:00,5.06,102393,1650460,20.6
2021-06-06 08:00:00,5.27,102405,2048713,21.9
2021-06-06 09:00:00,5.61,102346,2280274,20.4
2021-06-06 10:00:00,5.48,102411,2426878,23.8
2021-06-06 11:00:00,5.1,102411,2566146,24.3
2021-06-06 12:00:00,5.75,102361,2358287,21.6
2021-06-06 13:00:00,5.36,102381,2100786,23.3
2021-06-06 14:00:00,5.45,102372,1814303,22.1
2021-06-06 15:00:00,6.06,102328,1379391,19.4
2021-06-06 16:00:00,5.15,102353,891997,18.4
2021-06-06 17:00:00,4.89,102356,427466,16.5
2021-06-06 18:00:00,5.62,102368,90043,15
2021-06-06 19:00:00,5.03,102447,3.24,13.2
2021-06-06 20:00:00,4.93,102456,1.15,12.3
2021-06-06 21:00:00,5.26,102409,0,11.4
2021-06-06 22:00:00,3.92,102448,0,10.9
2021-06-06 23:00:00,3.79,102446,5.40E-11,10.1
2021-06-07 00:00:00,4.43,102377,-5.40E-11,10.1
2021-06-07 01:00:00,3.26,102426,0,9.17
2021-06-07 02:00:00,3.07,102412,44259,9.33
2021-06-07 03:00:00,3.8,102376,336297,10.8
2021-06-07 04:00:00,2.57,102420,787875,15.2
2021-06-07 05:00:00,2.8,102473,1314381,19.1
2021-06-07 06:00:00,3.64,102424,1830255,18
2021-06-07 07:00:00,3.85,102485,2305452,24
2021-06-07 08:00:00,4.4,102481,2676266,25.7
2021-06-07 09:00:00,4.45,102410,2915982,22.8
2021-06-07 10:00:00,4.78,102439,3012531,27.8
2021-06-07 11:00:00,4.64,102401,2949744,27.9
2021-06-07 12:00:00,4.41,102362,2720381,24
2021-06-07 13:00:00,4.77,102347,2372113,26.3
2021-06-07 14:00:00,4.91,102298,1934615,24.8
2021-06-07 15:00:00,4.57,102267,1421935,21.5
2021-06-07 16:00:00,4.67,102290,897585,20.7
2021-06-07 17:00:00,4.74,102356,431623,18.1
2021-06-07 18:00:00,4.98,102307,93501,16.5
2021-06-07 19:00:00,4.55,102409,4.82,14.6
2021-06-07 20:00:00,4.5,102418,0.137,13.5
2021-06-07 21:00:00,5.21,102368,0,12.7
2021-06-07 22:00:00,4.26,102407,0,12.2
2021-06-07 23:00:00,4.03,102406,5.40E-11,11.8
2021-06-08 00:00:00,4.31,102357,-5.40E-11,11.5
2021-06-08 01:00:00,3.7,102400,0,11.1
2021-06-08 02:00:00,3.37,102403,38147,11.1
2021-06-08 03:00:00,3.35,102349,288688,11.9
2021-06-08 04:00:00,2.3,102416,690256,16.1
2021-06-08 05:00:00,2.06,102450,1257611,20.1
2021-06-08 06:00:00,2.11,102405,1794211,19.5
2021-06-08 07:00:00,1.8,102433,2230695,26.5
2021-06-08 08:00:00,1.94,102394,2618958,28.8
2021-06-08 09:00:00,2.05,102337,2887237,25.4
2021-06-08 10:00:00,2.42,102344,2976107,30.9
2021-06-08 11:00:00,2.66,102289,2910434,31.1
2021-06-08 12:00:00,2.25,102233,2659057,26.9
2021-06-08 13:00:00,3.29,102229,2327182,29
2021-06-08 14:00:00,3.44,102221,1890283,27.3
2021-06-08 15:00:00,3.2,102178,1409164,23.7
2021-06-08 16:00:00,3.8,102186,909019,22.9
2021-06-08 17:00:00,3.63,102210,430536,20.4
2021-06-08 18:00:00,3.81,102175,93052,18.5
2021-06-08 19:00:00,3.77,102238,5.4,16.6
2021-06-08 20:00:00,3.73,102234,-1.3,15.6
2021-06-08 21:00:00,3.65,102199,0,14.5
2021-06-08 22:00:00,3.22,102216,0,14.2
2021-06-08 23:00:00,2.87,102251,5.40E-11,13.2
2021-06-09 00:00:00,2.56,102189,-5.40E-11,13
2021-06-09 01:00:00,2.25,102184,0,12.5
2021-06-09 02:00:00,2.25,102177,47548,12.7
2021-06-09 03:00:00,1.75,102136,329739,13.6
2021-06-09 04:00:00,1.62,102174,720278,18.5
2021-06-09 05:00:00,1.64,102179,1191359,22.8
2021-06-09 06:00:00,1.52,102126,1627048,21.4
2021-06-09 07:00:00,2.66,102197,2087424,27.8
2021-06-09 08:00:00,3.23,102193,2437358,29.1
2021-06-09 09:00:00,3.06,102128,2620041,25.7
2021-06-09 10:00:00,4.04,102174,2663504,30
2021-06-09 11:00:00,4.6,102132,2644409,29.8
2021-06-09 12:00:00,4.72,102076,2550871,26.1
2021-06-09 13:00:00,5.12,102075,2285169,28
2021-06-09 14:00:00,4.95,102074,1877435,26.6
2021-06-09 15:00:00,4.86,102024,1415134,23.1
2021-06-09 16:00:00,3.83,102042,907958,22.4
2021-06-09 17:00:00,3.46,102063,447142,20.2
2021-06-09 18:00:00,3.96,102044,99473,18.1
2021-06-09 19:00:00,2.72,102156,11.6,15.9
2021-06-09 20:00:00,2.82,102148,1.14,14.7
2021-06-09 21:00:00,3.18,102081,0,13.5
2021-06-09 22:00:00,2.75,102143,0,13
